,nt_dsc_estrut_fisic_ambiencia,nt_dsc_adap_defic_fisic_idosos,nt_dsc_equipamentos,nt_dsc_medicamentos,cnes
4715,2,2,1,2,6787886
4716,2,3,1,2,2517191
4717,2,3,1,2,6851398
4718,2,2,1,2,2788810
4719,2,1,1,2,5474892
4720,1,1,1,2,2725703
4721,2,1,1,2,2792729
4722,3,2,1,2,6426050
4723,2,3,1,2,6708277
4724,2,1,1,2,6595456
4725,2,1,1,2,2818655
4726,1,1,2,2,2302594
4727,1,2,2,2,2419661
4728,1,1,2,2,2653907
4729,1,2,1,2,2364697
4730,2,1,1,2,2232421
4731,1,1,2,2,2510847
4732,1,2,1,2,2361442
4733,3,1,2,2,10294
4734,1,2,2,2,2749467
4735,2,2,1,2,8002282
4736,2,1,2,2,2311100
4737,1,1,2,2,2218186
4738,2,1,2,2,2363534
4739,3,2,1,2,2533715
4740,3,1,1,2,2256533
4741,2,1,1,2,2665077
4742,1,1,2,2,2003821
4743,1,1,1,2,2404257
4744,3,2,1,2,2705125
4745,2,1,2,2,2475081
4746,1,1,1,2,2008025
4747,2,3,2,2,2537583
4748,3,1,1,2,2357135
4749,1,2,1,2,2210126
4750,2,1,2,2,2104059
4751,2,2,1,2,2062348
4752,1,2,2,2,2367386
4753,1,1,2,2,2535351
4754,1,1,1,2,2775638
4755,2,1,1,2,2725231
4756,1,2,1,2,2479591
4757,1,1,1,2,3745066
4758,1,2,2,2,3771725
4759,1,1,1,2,2345803
4760,3,3,1,2,5132150
4761,2,1,1,2,6974589
4762,3,1,1,2,2394634
4763,1,2,1,2,2041065
4764,2,1,2,2,2191202
4765,3,1,1,2,2713780
4766,1,1,1,2,2014327
4767,3,2,1,2,2229269
4768,3,1,2,2,2583216
4769,2,1,1,2,2309505
4770,1,2,1,2,2624354
4771,2,2,1,2,2444097
4772,3,3,1,2,2713772
4773,1,1,2,2,2325705
4774,3,3,2,2,2700689
4775,2,1,1,2,24678
4776,2,1,1,2,2374838
4777,1,1,2,2,3000249
4778,1,2,1,2,5895871
4779,2,1,2,2,2727374
4780,2,2,1,2,2588269
4781,1,2,2,2,2607360
4782,3,2,2,2,2592169
4783,2,3,1,2,2233940
4784,2,3,1,2,4026527
4785,2,3,1,2,2028727
4786,2,2,1,2,2051311
4787,2,1,2,2,2770768
4788,2,2,2,2,5597552
4789,1,1,2,2,2725495
4790,1,1,2,2,2390507
4791,1,2,1,2,2614073
4792,3,1,1,2,2274167
4793,3,3,1,2,2037394
4794,3,2,1,2,2678659
4795,1,1,2,2,5506158
4796,1,1,2,2,5388732
4797,3,3,2,2,2794756
4798,2,2,1,2,2780046
4799,2,2,2,2,5069718
4800,1,2,1,2,2664313
4801,2,2,1,2,2376970
4802,1,1,1,2,2446154
4803,3,3,3,2,2096919
4804,3,1,2,2,2269759
4805,1,2,1,2,2736691
4806,2,1,2,2,2735857
4807,2,1,1,2,2534320
4808,1,2,1,2,3752828
4809,3,3,1,2,2045370
4810,1,1,1,2,2405040
4811,1,2,1,2,4027922
4812,1,3,1,2,2510456
4813,2,1,1,2,2604329
4814,2,1,1,2,2635429
4815,1,2,1,2,6414583
4816,2,2,1,2,6826571
4817,3,2,1,2,6657788
4818,1,2,2,2,2547651
4819,2,3,1,2,6802788
4820,3,2,1,2,2769301
4821,2,3,1,2,2429721
4822,3,1,1,2,2605341
4823,2,3,1,2,6896979
4824,2,3,1,2,6875785
4825,1,1,1,2,3027066
4826,1,2,1,2,6862020
4827,3,3,1,2,6910041
4828,2,1,1,2,6950957
4829,1,2,2,2,2117657
4830,1,1,1,2,3887278
4831,2,1,1,2,2103575
4832,1,2,1,2,2726254
4833,2,1,1,2,5527503
4834,1,2,1,2,5072360
4835,2,2,1,2,6665683
4836,2,1,1,2,6779409
4837,3,2,1,2,6589189
4838,1,2,1,2,2060450
4839,1,1,1,2,2235870
4840,3,3,1,2,6767680
4841,2,1,1,2,2380994
4842,3,2,1,2,5086582
4843,2,1,1,2,2244594
4844,2,3,1,2,2092956
4845,2,1,2,2,2146185
4846,2,1,1,2,2352664
4847,3,1,1,2,2612887
4848,2,2,1,2,2818590
4849,3,1,1,2,2567172
4850,3,1,1,2,2051613
4851,3,1,1,2,12971
4852,1,1,1,2,12874
4853,2,2,1,2,2524716
4854,2,1,1,2,5549825
4855,3,1,1,2,2358859
4856,2,2,1,2,2773619
4857,2,1,1,2,2323141
4858,2,2,1,2,2785315
4859,2,2,1,2,2156814
4860,3,3,3,2,2783428
4861,2,2,2,2,2064286
4862,3,2,1,2,5608562
4863,3,3,1,2,6269354
4864,2,1,1,2,2314169
4865,2,2,1,2,6372589
4866,1,1,1,2,3811670
4867,2,1,1,2,2419262
4868,2,2,1,2,2754991
4869,2,1,2,2,3285057
4870,2,2,1,2,2385473
4871,1,1,1,2,2015668
4872,2,3,1,2,24023
4873,2,2,1,2,9458
4874,2,1,2,2,2415046
4875,3,3,1,2,2038854
4876,2,2,3,2,2513692
4877,1,1,1,2,2367017
4878,2,1,1,2,2233851
4879,1,1,2,2,2607476
4880,3,1,2,2,2368986
4881,2,2,1,2,5674468
4882,1,1,1,2,2294982
4883,1,1,1,2,2017083
4884,2,1,1,2,5886457
4885,3,3,1,2,2213605
4886,1,2,2,2,2509725
4887,1,1,1,2,2261375
4888,3,1,2,2,2806282
4889,2,2,1,2,3019004
4890,1,2,2,2,2708841
4891,1,2,2,2,2206234
4892,1,3,2,2,2692554
4893,3,2,1,2,2051885
4894,1,2,2,2,2158973
4895,1,1,1,2,2013851
4896,3,2,1,2,2587394
4897,1,1,1,2,2713543
4898,1,2,2,2,2279991
4899,1,2,1,2,2600285
4900,1,2,1,2,2600269
4901,3,3,1,2,4052544
4902,3,2,1,2,4044428
4903,1,1,1,2,2684071
4904,1,1,1,2,2404222
4905,3,1,1,2,5132630
4906,2,2,1,2,2350564
4907,1,1,1,2,2367661
4908,1,1,1,2,2807408
4909,1,2,1,2,2756110
4910,3,1,1,2,2608103
4911,2,1,1,2,6550045
4912,1,1,1,2,2322242
4913,1,2,1,2,2307847
4914,3,3,1,2,2091798
4915,1,1,1,2,2741504
4916,2,1,1,2,2072009
4917,3,2,1,2,8605
4918,1,1,3,2,2298066
4919,1,3,1,2,2238012
4920,2,3,3,2,2561964
4921,1,1,1,2,3902811
4922,3,2,2,2,2397471
4923,2,1,2,2,2563215
4924,1,1,2,2,2425653
4925,3,3,1,2,2501937
4926,1,2,2,2,3023249
4927,3,1,1,2,2789418
4928,2,1,1,2,2369354
4929,2,1,1,2,3072169
4930,1,1,1,2,2549786
4931,1,2,1,2,3503488
4932,2,1,1,2,3531023
4933,1,1,2,2,3456625
4934,3,1,2,2,2329344
4935,2,2,1,2,6808441
4936,3,3,1,2,2459116
4937,2,1,1,2,2636026
4938,1,2,3,2,6657117
4939,1,1,3,2,6817114
4940,1,2,1,2,2458721
4941,3,2,1,2,2474093
4942,1,1,1,2,3060896
4943,3,1,1,2,2482126
4944,3,2,2,2,2330504
4945,3,2,1,2,2302675
4946,1,1,1,2,6861032
4947,1,3,1,2,4057007
4948,2,1,1,2,6939317
4949,2,3,1,2,2476428
4950,2,1,2,2,5253713
4951,2,3,1,2,5085810
4952,1,2,1,2,6452450
4953,2,3,2,2,6780210
4954,2,2,1,2,6509975
4955,2,2,1,2,2265206
4956,1,1,2,2,3262340
4957,3,3,1,2,2374323
4958,3,2,1,2,3557472
4959,1,2,1,2,2153823
4960,1,2,1,2,2345722
4961,1,2,1,2,2459426
4962,3,1,2,2,2049279
4963,1,1,1,2,2374897
4964,2,1,1,2,3175286
4965,3,1,1,2,2044358
4966,3,1,2,2,2537729
4967,2,3,1,2,2745208
4968,1,1,1,2,2741601
4969,1,1,1,2,3016730
4970,1,3,2,2,2663392
4971,1,2,1,2,5463920
4972,1,1,1,2,3584445
4973,2,3,2,2,2423413
4974,3,3,1,2,3661660
4975,3,1,1,2,2372886
4976,3,1,1,2,5784689
4977,1,2,1,2,2520621
4978,1,2,1,2,2688042
4979,3,1,1,2,2035871
4980,1,1,1,2,2203219
4981,2,1,1,2,2412691
4982,2,1,2,2,2513013
4983,3,1,2,2,3149102
4984,2,1,2,2,2498235
4985,3,3,2,2,3816591
4986,1,2,2,2,3128342
4987,2,1,1,2,3867
4988,3,3,2,2,2370999
4989,1,1,2,2,5460530
4990,3,3,3,2,3023184
4991,2,2,1,2,2187450
4992,1,2,1,2,2245728
4993,2,1,1,2,2785781
4994,1,2,1,2,2636344
4995,3,2,1,2,2791471
4996,2,2,1,2,2719452
4997,2,1,1,2,2358069
4998,3,3,1,2,2787199
4999,2,1,1,2,2453193
5000,2,1,1,2,2577852
5001,3,1,1,2,2599937
5002,2,3,2,2,2632675
5003,3,2,1,2,5422701
5004,1,1,3,2,2634546
5005,2,1,1,2,2620685
5006,2,3,2,2,5155258
5007,1,2,2,2,2285827
5008,2,2,1,2,2806967
5009,2,2,1,2,5714974
5010,3,3,1,2,2569663
5011,2,2,1,2,2195267
5012,3,2,1,2,3342174
5013,2,3,1,2,2485907
5014,2,2,1,2,2423251
5015,3,2,2,2,2577461
5016,1,1,3,2,4068904
5017,1,1,2,2,5945895
5018,3,2,1,2,2688492
5019,2,1,1,2,2634147
5020,3,3,1,2,2032244
5021,3,1,1,2,3961990
5022,2,2,1,2,2480298
5023,2,1,1,2,3916588
5024,1,2,1,2,2609177
5025,2,1,1,2,2007223
5026,1,1,2,2,2466759
5027,1,2,1,2,3465721
5028,1,1,3,2,2527944
5029,1,2,2,2,3432629
5030,2,1,1,2,6336388
5031,2,1,1,2,6409296
5032,2,1,2,2,2381826
5033,1,3,1,2,6617719
5034,2,1,1,2,6226159
5035,3,2,1,2,2002221
5036,2,1,1,2,2291835
5037,1,2,2,2,6023320
5038,3,2,2,2,2370662
5039,2,2,1,2,2227568
5040,2,2,1,2,2334984
5041,1,2,2,2,2575027
5042,1,2,1,2,2223678
5043,2,3,1,2,2561530
5044,2,3,1,2,2690586
5045,1,1,2,2,26220
5046,2,1,1,2,2600579
5047,1,1,2,2,2527731
5048,2,2,1,2,6946410
5049,2,1,1,2,2466961
5050,2,2,1,2,2361604
5051,2,2,1,2,5077494
5052,2,2,1,2,6431208
5053,2,3,2,2,6677509
5054,1,1,2,2,2633213
5055,2,1,1,2,2315521
5056,3,2,1,2,2560232
5057,2,3,1,2,2231018
5058,1,2,2,2,2681692
5059,1,1,1,2,2777843
5060,3,1,1,2,2754126
5061,2,1,1,2,2715570
5062,2,1,1,2,2067617
5063,1,2,1,2,2254689
5064,1,1,2,2,2695898
5065,3,1,1,2,2184702
5066,3,1,1,2,2063824
5067,1,2,1,2,4057627
5068,1,2,3,2,2537702
5069,3,2,1,2,2117622
5070,3,1,1,2,5385881
5071,3,1,3,2,6141722
5072,1,2,1,2,2158248
5073,3,2,1,2,3812642
5074,3,1,1,2,2684381
5075,3,3,1,2,2421968
5076,2,1,1,2,2587521
5077,3,2,1,2,2343304
5078,1,1,1,2,2655713
5079,2,1,1,2,2608324
5080,2,1,2,2,2475308
5081,1,1,2,2,2405059
5082,1,3,2,2,3436756
5083,3,2,1,2,2552000
5084,2,2,1,2,2425491
5085,2,1,1,2,2211556
5086,2,1,1,2,2236648
5087,2,3,1,2,2055678
5088,3,3,1,2,3037703
5089,1,2,1,2,5921287
5090,1,3,1,2,2013924
5091,1,1,2,2,2610442
5092,1,1,2,2,2205742
5093,2,1,1,2,2070995
5094,2,1,2,2,2341220
5095,3,3,1,2,2739062
5096,2,1,1,2,2448831
5097,3,2,1,2,2313952
5098,1,2,1,2,2346087
5099,3,3,2,2,2206633
5100,2,1,2,2,3319040
5101,3,1,2,2,2561158
5102,2,3,2,2,13684
5103,2,1,1,2,5183642
5104,1,2,1,2,2626616
5105,2,1,1,2,2052296
5106,2,1,1,2,2061090
5107,3,3,2,2,5979196
5108,1,1,1,2,2014173
5109,2,1,1,2,2606119
5110,2,3,1,2,2536927
5111,2,1,2,2,5888190
5112,3,1,1,2,2786893
5113,2,1,1,2,2635348
5114,3,3,1,2,2626934
5115,1,1,1,2,2736721
5116,2,3,1,2,2065193
5117,1,2,2,2,4067282
5118,1,3,1,2,2460947
5119,3,3,1,2,2195518
5120,3,3,2,2,2561980
5121,3,1,1,2,2060647
5122,1,3,2,2,3484637
5123,3,2,1,2,2354268
5124,2,3,1,2,2302357
5125,1,3,1,2,2050048
5126,3,1,1,2,2816415
5127,3,1,1,2,3120961
5128,1,2,1,2,6389783
5129,2,1,1,2,6340504
5130,1,1,2,2,2509032
5131,1,2,1,2,6271928
5132,3,1,1,2,2207117
5133,3,3,2,2,2585502
5134,2,1,1,2,2203073
5135,2,1,1,2,2647001
5136,2,2,1,2,2623145
5137,1,2,1,2,3005844
5138,1,2,1,2,2227657
5139,3,3,2,2,22640
5140,2,1,1,2,2484145
5141,3,2,1,2,2117967
5142,2,1,1,2,6883044
5143,3,1,1,2,6931359
5144,3,3,1,2,2684470
5145,1,2,1,2,2784068
5146,3,2,1,2,2498561
5147,2,1,2,2,5517117
5148,1,1,2,2,6430066
5149,2,2,1,2,6500498
5150,3,2,1,2,6598110
5151,2,1,1,2,6743102
5152,3,2,1,2,6611524
5153,2,1,1,2,2253119
5154,2,2,1,2,2758717
5155,3,1,1,2,2603764
5156,3,1,1,2,2587610
5157,2,1,2,2,2300672
5158,1,1,1,2,2742713
5159,3,2,1,2,2072408
5160,1,3,2,2,2510359
5161,1,2,1,2,2288850
5162,2,1,1,2,2408767
5163,3,1,1,2,2239264
5164,2,1,1,2,2352214
5165,3,2,1,2,2090511
5166,2,2,1,2,2153181
5167,2,2,1,2,2103087
5168,3,1,1,2,2447789
5169,2,3,1,2,2474832
5170,3,1,1,2,8176
5171,3,2,1,2,9210
5172,2,1,1,2,3091651
5173,2,1,1,2,2408813
5174,2,3,1,2,4053192
5175,2,1,1,2,2569655
5176,2,2,2,2,2031558
5177,2,2,2,2,2120372
5178,3,2,1,2,2605287
5179,2,1,1,2,2785749
5180,2,3,1,2,2616165
5181,1,1,1,2,5409357
5182,1,2,1,2,2527960
5183,2,1,1,2,5495350
5184,1,3,1,2,3554961
5185,3,2,1,2,2352087
5186,3,3,1,2,2481588
5187,3,1,1,2,2610493
5188,2,2,1,2,2506068
5189,1,2,2,2,2561972
5190,1,1,1,2,6968821
5191,3,3,1,2,2034700
5192,3,2,1,2,2526794
5193,1,2,1,2,2096188
5194,2,2,1,2,2614316
5195,2,3,1,2,24015
5196,3,1,1,2,2790459
5197,1,1,1,2,3409635
5198,1,2,1,2,3638022
5199,3,2,1,2,2245698
5200,3,2,1,2,2787253
5201,2,2,1,2,2240378
5202,2,1,2,2,2382210
5203,1,2,1,2,5921678
5204,1,3,1,2,5416744
5205,3,3,1,2,2098202
5206,2,1,1,2,2278146
5207,1,2,1,2,3230708
5208,3,1,3,2,2316870
5209,1,1,2,2,2735865
5210,1,2,1,2,2689987
5211,2,1,1,2,2191539
5212,1,2,1,2,2511304
5213,1,2,1,2,2093189
5214,1,2,1,2,2388367
5215,1,2,2,2,14265
5216,1,1,2,2,5104769
5217,2,2,1,2,2676214
5218,3,3,1,2,2084988
5219,3,2,1,2,2794780
5220,2,2,1,2,2571668
5221,2,3,1,2,2456117
5222,1,1,2,2,2533227
5223,2,3,1,2,5731968
5224,2,2,1,2,6453457
5225,3,3,1,2,2024020
5226,1,1,2,2,2372428
5227,3,3,1,2,23639
5228,3,2,1,2,2220318
5229,1,1,1,2,2803771
5230,1,1,1,2,2572079
5231,2,1,1,2,6454550
5232,1,2,1,2,2366460
5233,3,1,2,2,2013193
5234,1,1,2,2,2424347
5235,2,1,1,2,3924440
5236,1,2,1,2,2007940
5237,1,2,1,2,3007391
5238,3,1,1,2,2496763
5239,2,1,2,2,3523705
5240,3,1,2,2,2429020
5241,2,2,1,2,3019551
5242,1,1,2,2,2388987
5243,1,1,2,2,2159457
5244,2,3,1,2,3388972
5245,2,3,1,2,2457199
5246,1,3,1,2,6247075
5247,2,1,1,2,6765424
5248,2,1,1,2,2105470
5249,3,3,3,2,6808255
5250,1,1,2,2,2753057
5251,2,2,1,2,2645815
5252,1,2,2,2,2149842
5253,1,1,1,2,2447185
5254,1,2,1,2,6905722
5255,2,1,1,2,2611104
5256,3,3,1,2,2773732
5257,2,1,2,2,2013169
5258,1,2,2,2,2235234
5259,3,3,1,2,6900704
5260,1,2,1,2,2482452
5261,1,3,3,2,2385678
5262,3,2,1,2,2788594
5263,2,1,1,2,2578867
5264,1,1,3,2,3298949
5265,1,1,2,2,2609045
5266,1,1,1,2,3902846
5267,2,2,1,2,2299720
5268,3,2,1,2,6493602
5269,1,2,1,2,2091003
5270,1,1,1,2,2014939
5271,1,1,1,2,2015021
5272,1,1,2,2,2606356
5273,1,1,1,2,2014602
5274,1,2,1,2,2241846
5275,3,3,2,2,2062895
5276,1,2,1,2,2804697
5277,1,1,1,2,2015994
5278,3,2,1,2,9245
5279,3,2,1,2,3460983
5280,2,1,1,2,2721120
5281,1,1,2,2,2404613
5282,2,1,1,2,3008959
5283,3,1,1,2,2644622
5284,3,2,1,2,2057190
5285,1,1,1,2,2631210
5286,1,1,1,2,17183
5287,2,1,1,2,2074648
5288,1,1,2,2,2721880
5289,1,2,1,2,2655039
5290,2,3,1,2,2090384
5291,2,1,2,2,2199327
5292,3,1,1,2,2298872
5293,1,3,1,2,5277205
5294,2,1,1,2,6133452
5295,2,3,3,2,5382122
5296,1,1,1,2,5526019
5297,2,1,1,2,2327791
5298,1,1,1,2,3554929
5299,2,1,1,2,2193477
5300,2,2,1,2,2147971
5301,1,1,1,2,2446979
5302,3,1,3,2,2333821
5303,2,1,1,2,2403250
5304,1,1,1,2,2744368
5305,2,3,1,2,2226839
5306,1,1,2,2,22403
5307,2,1,2,2,2440091
5308,2,2,1,2,9660
5309,3,1,2,2,2378957
5310,2,2,1,2,2431092
5311,2,1,1,2,2608162
5312,3,2,1,2,2212692
5313,2,3,2,2,2797135
5314,1,3,1,2,2405407
5315,1,1,1,2,2742365
5316,1,1,1,2,2446316
5317,3,3,1,2,2783053
5318,3,1,1,2,17302
5319,3,2,1,2,2609258
5320,2,3,2,2,2649462
5321,1,2,2,2,2126567
5322,3,1,2,2,2321777
5323,3,3,1,2,2503735
5324,1,2,1,2,5861160
5325,3,1,1,2,3169375
5326,2,1,1,2,2345633
5327,1,3,1,2,2736810
5328,1,2,2,2,2093642
5329,2,1,1,2,2218984
5330,2,1,1,2,2432358
5331,2,3,1,2,2067293
5332,1,2,1,2,2270366
5333,1,1,1,2,2486296
5334,1,1,1,2,2305119
5335,2,1,1,2,2620812
5336,2,3,2,2,6681379
5337,2,3,1,2,2385708
5338,2,2,1,2,6771831
5339,3,3,2,2,2466066
5340,2,3,1,2,6844189
5341,3,2,1,2,2466880
5342,2,1,1,2,2610302
5343,3,1,3,2,5971209
5344,1,2,3,2,3506
5345,2,1,1,2,6866271
5346,3,2,1,2,2471736
5347,2,1,1,2,3940497
5348,1,1,2,2,5461782
5349,3,2,1,2,5326680
5350,2,1,1,2,2298805
5351,2,1,2,2,3911195
5352,3,3,1,2,3973875
5353,3,3,1,2,6670350
5354,1,1,2,2,2369591
5355,2,3,2,2,2375907
5356,3,2,1,2,2591367
5357,3,1,1,2,4070585
5358,2,2,1,2,2771993
5359,1,2,1,2,2773473
5360,2,1,1,2,17515
5361,2,1,1,2,2466996
5362,3,1,1,2,2454068
5363,2,2,3,2,2195631
5364,1,1,2,2,2142570
5365,1,3,2,2,2210525
5366,2,2,1,2,2688344
5367,3,1,2,2,2073544
5368,3,2,2,2,2395967
5369,1,2,1,2,2093316
5370,1,1,1,2,2511517
5371,3,3,1,2,2249219
5372,3,1,1,2,2778661
5373,2,1,1,2,2004313
5374,2,3,1,2,2086522
5375,2,1,1,2,2576821
5376,1,2,1,2,2284561
5377,2,1,2,2,2293242
5378,2,2,1,2,4032799
5379,2,1,1,2,2327783
5380,1,2,1,2,3189090
5381,1,1,2,2,2561999
5382,3,2,1,2,2038994
5383,3,2,1,2,6975860
5384,1,2,1,2,2787946
5385,3,1,1,2,2085666
5386,2,1,2,2,19666
5387,1,1,3,2,2028557
5388,1,1,2,2,2390698
5389,1,1,2,2,2558092
5390,2,2,1,2,2269023
5391,2,3,1,2,2433893
5392,1,2,2,2,2368455
5393,3,2,1,2,2291789
5394,1,2,1,2,2745933
5395,3,2,1,2,2061619
5396,1,1,1,2,2484099
5397,2,2,1,2,2766744
5398,1,2,1,2,3027120
5399,1,2,1,2,2369494
5400,2,2,2,2,3037150
5401,3,3,3,2,2097095
5402,1,2,1,2,2003686
5403,3,2,2,2,2490870
5404,2,1,1,2,2722682
5405,1,1,1,2,2704056
5406,2,2,1,2,6032605
5407,3,1,1,2,2346265
5408,3,2,1,2,2212536
5409,2,1,1,2,2405083
5410,2,3,2,2,5906016
5411,2,1,1,2,5919576
5412,2,1,1,2,2537036
5413,3,3,1,2,4054474
5414,1,2,1,2,3335283
5415,3,2,1,2,2735687
5416,2,2,1,2,5554276
5417,1,2,1,2,8532
5418,2,3,1,2,2102668
5419,2,3,1,2,2683253
5420,2,1,2,2,2564408
5421,2,1,1,2,2044471
5422,3,3,1,2,4033183
5423,1,2,1,2,2288605
5424,2,1,2,2,2440873
5425,1,1,2,2,5476836
5426,1,1,1,2,2445654
5427,3,2,1,2,2169908
5428,1,1,1,2,2739518
5429,2,3,1,2,2651564
5430,3,3,1,2,2165856
5431,2,3,2,2,4012860
5432,2,3,1,2,6051138
5433,2,1,1,2,2756145
5434,3,2,1,2,2075067
5435,3,1,1,2,2222078
5436,2,3,2,2,5732573
5437,1,1,2,2,2102463
5438,1,1,1,2,2258900
5439,3,2,1,2,3022854
5440,2,3,1,2,2558270
5441,3,1,2,2,2366541
5442,2,1,2,2,3065596
5443,1,1,2,2,3280454
5444,1,2,1,2,3883477
5445,1,2,2,2,2004623
5446,2,3,1,2,3558045
5447,2,1,1,2,3942155
5448,3,2,1,2,2426161
5449,1,2,1,2,2748096
5450,1,2,2,2,2269627
5451,1,1,1,2,3008487
5452,2,1,2,2,2528010
5453,3,3,1,2,3533921
5454,1,2,1,2,2419688
5455,2,1,2,2,2611074
5456,1,2,1,2,6376487
5457,2,1,1,2,6473369
5458,1,2,2,2,5885396
5459,2,2,1,2,6789935
5460,2,1,1,2,6666221
5461,3,2,1,2,2311291
5462,3,2,1,2,2083728
5463,2,1,1,2,2481219
5464,2,1,1,2,3005127
5465,3,2,1,2,2476304
5466,3,1,2,2,2438690
5467,1,1,2,2,2554534
5468,3,2,1,2,2230909
5469,2,1,1,2,2473135
5470,3,2,1,2,2039737
5471,1,2,1,2,2044242
5472,1,2,1,2,2265222
5473,2,1,1,2,5212626
5474,2,2,1,2,2051028
5475,2,3,1,2,2017725
5476,2,2,1,2,3056864
5477,2,3,1,2,6707033
5478,2,1,1,2,2582775
5479,2,2,1,2,2015269
5480,2,1,1,2,2355744
5481,2,1,1,2,2653990
5482,2,1,1,2,3448894
5483,3,3,1,2,2377608
5484,3,2,1,2,9253
5485,1,3,1,2,2511541
5486,1,1,3,2,2770636
5487,3,1,1,2,2577291
5488,1,1,1,2,2429837
5489,2,2,1,2,4048431
5490,3,1,1,2,2172437
5491,2,1,1,2,6317928
5492,3,1,1,2,2783517
5493,2,2,1,2,2241544
5494,2,1,2,2,2603306
5495,2,1,1,2,2563290
5496,2,1,1,2,2087952
5497,2,3,1,2,2386682
5498,1,2,1,2,2204096
5499,3,1,1,2,2453975
5500,2,1,1,2,2047861
5501,2,1,1,2,2592770
5502,1,3,3,2,2173034
5503,1,1,2,2,2285657
5504,1,1,1,2,2720787
5505,2,2,2,2,5382181
5506,2,1,1,2,2431475
5507,2,1,2,2,3562697
5508,3,1,1,2,2466198
5509,3,2,3,2,3798356
5510,1,3,3,2,3686019
5511,1,2,1,2,4028589
5512,1,2,1,2,2511819
5513,2,3,1,2,6098487
5514,3,2,1,2,2783576
5515,1,1,2,2,2742306
5516,3,3,1,2,4024486
5517,1,1,2,2,2473518
5518,1,2,1,2,16926
5519,3,1,2,2,2050463
5520,3,3,1,2,2513404
5521,3,3,1,2,2605635
5522,3,2,1,2,2498294
5523,2,2,1,2,2096560
5524,3,2,1,2,2210282
5525,2,1,2,2,2661284
5526,2,3,1,2,2634775
5527,3,3,1,2,2163306
5528,2,1,1,2,2163330
5529,3,1,1,2,4057244
5530,2,1,1,2,2173042
5531,1,2,1,2,2092131
5532,3,2,1,2,2636891
5533,2,2,1,2,2123525
5534,3,1,1,2,2743108
5535,2,1,1,2,20362
5536,3,3,1,2,2606690
5537,2,3,1,2,2620707
5538,1,1,1,2,2284308
5539,1,1,2,2,2403560
5540,3,3,2,2,2437767
5541,3,2,1,2,6007643
5542,2,1,2,2,2117274
5543,3,2,1,2,2811545
5544,1,2,2,2,2373785
5545,2,3,1,2,2356392
5546,3,3,1,2,2639572
5547,1,1,1,2,2055597
5548,2,2,1,2,2683512
5549,2,1,1,2,2315440
5550,3,3,2,2,18341
5551,1,1,1,2,2742705
5552,2,1,1,2,2593009
5553,1,3,2,2,2476908
5554,2,1,1,2,2052113
5555,2,1,1,2,2293528
5556,3,3,2,2,5619084
5557,3,2,1,2,3824357
5558,1,1,2,2,2497964
5559,3,3,1,2,2455560
5560,2,1,3,2,3524035
5561,3,2,1,2,2474190
5562,2,3,1,2,2017962
5563,3,2,1,2,2712997
5564,2,1,1,2,3584461
5565,1,2,1,2,2457385
5566,3,2,1,2,3979547
5567,2,3,1,2,3357457
5568,1,2,1,2,4061632
5569,3,2,1,2,6742807
5570,2,1,1,2,4383
5571,1,1,1,2,6416
5572,2,1,1,2,2267624
5573,3,2,1,2,9040
5574,2,3,1,2,2496720
5575,2,2,1,2,2505800
5576,3,3,1,2,6869440
5577,2,1,2,2,2419904
5578,1,1,2,2,2440350
5579,3,3,2,2,6835058
5580,2,1,1,2,2466449
5581,3,3,2,2,22934
5582,1,1,1,2,2438488
5583,3,3,2,2,2167522
5584,2,1,1,2,2119897
5585,2,2,1,2,4047435
5586,3,1,1,2,2085690
5587,1,2,1,2,3031128
5588,3,1,1,2,2356929
5589,2,3,1,2,6845738
5590,1,2,2,2,2507463
5591,2,1,1,2,2049961
5592,1,2,2,2,5848822
5593,3,3,1,2,5103282
5594,1,1,2,2,5115043
5595,2,1,1,2,6467695
5596,2,1,1,2,18589
5597,1,2,1,2,2771837
5598,2,2,1,2,3178692
5599,2,1,2,2,3366766
5600,3,3,1,2,4044479
5601,2,1,1,2,2419270
5602,1,2,1,2,2261316
5603,1,1,1,2,5467780
5604,2,1,1,2,2394383
5605,2,3,2,2,2074419
5606,3,1,1,2,2303248
5607,3,3,2,2,2211742
5608,3,2,1,2,2557266
5609,3,2,1,2,2149532
5610,1,1,2,2,2008424
5611,3,2,1,2,17752
5612,1,1,1,2,8006830
5613,1,2,2,2,2620138
5614,2,1,1,2,2407752
5615,1,1,1,2,5304083
5616,1,1,3,2,2005336
5617,1,1,1,2,2173182
5618,1,2,2,2,2523205
5619,3,2,1,2,2478765
5620,3,2,1,2,5792401
5621,1,2,1,2,3700763
5622,2,3,1,2,2631768
5623,2,3,1,2,2591359
5624,1,2,1,2,2771217
5625,1,2,1,2,6452051
5626,2,2,1,2,3816702
5627,1,2,1,2,3171094
5628,3,1,1,2,2450909
5629,1,2,1,2,2607166
5630,3,3,1,2,2327740
5631,1,1,2,2,2033399
5632,3,2,1,2,2394642
5633,2,1,1,2,2632837
5634,2,1,1,2,2584328
5635,2,1,1,2,3440990
5636,2,1,1,2,2794837
5637,1,2,1,2,2460629
5638,3,2,1,2,2701391
5639,2,2,1,2,2610515
5640,1,1,2,2,2015307
5641,1,1,2,2,2694492
5642,2,1,1,2,2756358
5643,3,1,1,2,2636956
5644,2,1,1,2,3320413
