,lat,long,cod_municipio,cnes,nom_estab,dsc_endereco,dsc_bairro,dsc_cidade,dsc_telefone,dsc_estrut_fisic_ambiencia,dsc_adap_defic_fisic_idosos,dsc_equipamentos,dsc_medicamentos,uf,cidade,no_fantasia,no_logradouro,no_bairro,cod_estado,nome_estado
201,-26.149,-53.026,411540,2583585,POSTO DE SAUDE NOVO PROGRESSO PSF MARMELEIRO,NOVO PROGRESSO,NOVO PROGRESSO,Marmeleiro,4691065224,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho muito acima da média,PR,Marmeleiro,POSTO DE SAUDE NOVO PROGRESSO PSF MARMELEIRO,NOVO PROGRESSO - S/N,NOVO PROGRESSO,41,Paraná
202,-23.65,-51.355,410350,6956556,UAPSF CALIFORNIA,PRACA SEVERINO BELONCI,CENTRO,Califórnia,Não se aplica,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,PR,Califórnia,UAPSF CALIFORNIA,PRACA SEVERINO BELONCI - 35,CENTRO,41,Paraná
203,-25.213,-50.978,412060,6568246,ESF VILA DA LUZ,RUA CAPITAO FRANCISCO DURSKI SILVA,VILA DA LUZ,Prudentópolis,34465730,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,PR,Prudentópolis,ESF VILA DA LUZ,RUA LONDRINA - 12,VILA DA LUZ,41,Paraná
204,-24.956,-53.455,410480,2736977,CENTRO DE SAUDE SAO JOAO PSF,AVENIDA DAS PALMEIRAS,DISTRITO DE SAO JOAO,Cascavel,4533461002,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,PR,Cascavel,USF SAO JOAO,AVENIDA DAS PALMEIRAS - S/N,DISTRITO DE SAO JOAO,41,Paraná
205,-26.017,-51.347,410680,2549344,CENTRO DE SAUDE DR CARLOS RENATO PASSOS,AVENIDA PRESIDENTE GETULIO VAARGAS,CENTRO,Cruz Machado,4235541465,Desempenho muito acima da média,Desempenho muito acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho muito acima da média,PR,Cruz Machado,CENTRO DE SAUDE DR CARLOS RENATO PASSOS,AVENIDA PRESIDENTE GETULIO VAARGAS - 280,CENTRO,41,Paraná
206,-26.428,-51.316,410850,2549506,POSTO DE SAUDE PLANALTO,RUA DOMICIO SCARAMELA,PLANALTO,General Carneiro,35522328,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,PR,General Carneiro,POSTO DE SAUDE PLANALTO,RUA DOMICIO SCARAMELA - 15,PLANALTO,41,Paraná
207,-25.213,-50.978,412060,5915503,POSTO DE SAUDE JACIABA,ZONA RURAL,ZONA RURAL,Prudentópolis,Não se aplica,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,PR,Prudentópolis,ESF JACIABA,JACIABA - S/N,JACIABA ZONA RURAL,41,Paraná
208,-25.079,-51.827,410395,2741547,CENTRO MUNICIPAL DE SAUDE DE CAMPINA DO SIMAO SEDE,AVENIDA JOAO FERREIRA NEVES,CENTRO,Campina do Simão,36341143,Desempenho muito acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho muito acima da média,PR,Campina do Simão,CENTRO MUNICIPAL DE SAUDE JOAO CLAUDIO SILVESTRI,AVENIDA JOAO FERREIRA NEVES - S/N,CENTRO,41,Paraná
209,-25.479,-53.614,410460,2739038,POSTO DE SAUDE ALTO ALEGRE DO IGUACU,ALTO ALEGRE DO IGUACU,CENTRO,Capitão Leônidas Marques,4533851119,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,PR,Capitão Leônidas Marques,POSTO DE SAUDE ALTO ALEGRE DO IGUACU,ALTO ALEGRE DO IGUACU - S/N,CENTRO,41,Paraná
210,-24.956,-53.455,410480,2736861,CENTRO DE SAUDE PALMEIRAS,RUA JOAO ARQUELAU SOARES,PALMEIRAS,Cascavel,4539021439,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,PR,Cascavel,UBS PALMEIRAS,RUA CUIABA - 5423,ALTO ALEGRE,41,Paraná
211,-23.331,-50.718,411660,2576759,CENTRO DE SAUDE N A COLINA,AVENIDA TIBAGI,CENTRO,Nova América da Colina,4335531027,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho muito acima da média,PR,Nova América da Colina,CENTRO DE SAUDE N A COLINA,AVENIDA TIBAGI - 230,CENTRO,41,Paraná
212,-23.766,-53.325,412810,2620804,POSTO DE SAUDE DISTRITO DE LOVAT,AVENIDA PARANA,LOVAT,Umuarama,4435871074,Desempenho muito acima da média,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,PR,Umuarama,UNIDADE BASICA DE SAUDE DISTRITO DE LOVAT,AVENIDA PARANA - 504,LOVAT,41,Paraná
213,-25.195,-51.993,410865,6474543,UNIDADE DE ATENCAO PRIMARIA SAUDE DA FAMILIA GOIOXIM,AVENIDA PREFEITO NARCIZO ANTONIO SECCHIN,ALVORADA,Goioxim,4236561388,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,PR,Goioxim,UNIDADE BASICA DE ATENCAO A SAUDE GOIOXIM,AVENIDA PREFEITO NARCIZO ANTONIO CECCHIN - 255,ALVORADA,41,Paraná
214,-23.766,-53.325,412810,2620766,UNIDADE DE SAUDE FAMILIA SAN REMO,AVENIDA DURVAL SEIFERT,PARQUE SAN REMO 1,Umuarama,4439061062,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,PR,Umuarama,UNIDADE DE SAUDE FAMILIA SAN REMO,RUA JOSE ANTONIO LOPES RODRIGUES - S/N,PARQUE SAN REMO I,41,Paraná
215,-26.017,-51.347,410680,2549352,POSTO DE SAUDE DE SANTANA,LINHA SANTANA,AREA RURAL,Cruz Machado,(042)35511155,Desempenho muito acima da média,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,PR,Cruz Machado,UNIDADE BASICA DE SAUDE LUDOVICA KARAZ,LINHA SANTANA - S/N,AREA RURAL,41,Paraná
216,-24.956,-53.455,410480,2736667,CENTRO DE SAUDE ACLIMACAO,RUA ANTONIO ELIAS,ACLIMACAO,Cascavel,4539021426,Desempenho muito acima da média,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,PR,Cascavel,UBS ACLIMACAO,RUA RECIFE - 3606,ACLIMACAO,41,Paraná
217,-25.45,-52.908,412090,2572982,POSTO DE SAUDE FAZENDINHA,LINHA FAZENDINHA,ZONA RURAL,Quedas do Iguaçu,(46)532 1122,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,PR,Quedas do Iguaçu,UNIDADE BASICA DE SAUDE FAZENDINHA,LINHA FAZENDINHA - S/N,ZONA RURAL,41,Paraná
218,-25.395,-51.458,410940,3091139,PSF PARQUE DAS ARVORES,RUA SOROCABA,CONRADINHO,Guarapuava,(42)36293006,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,PR,Guarapuava,ESF PARQUE DAS ARVORES,RUA SOROCABA - 273,CONRADINHO,41,Paraná
219,-24.956,-53.455,410480,2736675,CENTRO DE SAUDE CANCELLI,RUA MARECHAL CANDIDO RONDON,CANCELLI,Cascavel,4539021434,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,PR,Cascavel,UBS CANCELLI,RUA MARECHAL CANDIDO RONDON - 3534,CANCELLI,41,Paraná
220,-23.051,-50.229,410110,3016609,UNIDADE BASICA DE SAUDE BAIRRO TIMBURI,R AURELIO CAMBI GILDO JOAO ZAFANELLI,TIMBURI II,Andirá,4335384328,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,PR,Andirá,UNIDADE BASICA DE SAUDE BAIRRO TIMBURI,R AURELIO CAMBI GILDO JOAO ZAFANELLI - 805,TIMBURI II,41,Paraná
221,-23.766,-53.325,412810,2620952,UNIDADE DE SAUDE CENTRAL,AVENIDA ANGELO MOREIRA DA FONSECA,PRACA DOS XETAS,Umuarama,(44)6222594,Desempenho muito acima da média,Desempenho muito acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho muito acima da média,PR,Umuarama,CEO CENTRO DE ESPECIALIDADES ODONTOLOGICAS UMUARAMA,AVENIDA RIO BRANCO - 4488,ZONA I,41,Paraná
222,-24.956,-53.455,410480,2736748,CENTRO DE SAUDE CSU,RUA CASTRO,SAO CRISTOVAO,Cascavel,(45) 2250497,Desempenho acima da média,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,PR,Cascavel,UBS SAO CRISTOVAO,RUA CASTRO - S/N,SAO CRISTOVAO,41,Paraná
223,-24.956,-53.455,410480,2736845,CENTRO DE SAUDE MORUMBI PSF,RUA SAO ROQUE,MORUMBI,Cascavel,4539022609,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,PR,Cascavel,USF MORUMBI,RUA SAO ROQUE - 1119,MORUMBI,41,Paraná
224,-25.395,-51.458,410940,3402835,PSF DOURADOS,RUA DOURADOS,INDUSTRIAL,Guarapuava,(42)36246214,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,PR,Guarapuava,ESF DOURADOS,RUA BENEDITO FERNANDES - 363,INDUSTRIAL,41,Paraná
225,-25.395,-51.458,410940,2741563,PSF BONSUCESSO,AV SEBASTIAO DE CAMARGO RIBAS,BONSUCESSO,Guarapuava,(42)36242621,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,PR,Guarapuava,ESF BONSUCESSO,AVENIDA SEBASTIAO DE CAMARGO RIBAS - 584,BONSUCESSO,41,Paraná
226,-25.213,-50.978,412060,2742527,POSTO DE SAUDE BARRA BONITA PRUDENTOPOLIS,ZONA RURAL,INTERIOR,Prudentópolis,Não se aplica,Desempenho muito acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,PR,Prudentópolis,POSTO DE SAUDE BARRA BONITA PRUDENTOPOLIS,RUA PRINCIPAL - S/N,BARRA BONITA,41,Paraná
227,-24.956,-53.455,410480,2737000,CENTRO DE SAUDE XIV DE NOVEMBRO,RUA FRANCISCO GUARANA MENEZES,XIV DE NOVEMBRO,Cascavel,4539022626,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,PR,Cascavel,USF XIV DE NOVEMBRO,RUA FRANCISCO GUARANA MENEZES - S/N,XIV DE NOVEMBRO,41,Paraná
228,-23.805,-53.684,411890,5939038,UNIDADE DE ATENCAO PRIMARIA A SAUDE DA FAMILIA,RUA ARAUJO LIMA,CENTRO,Pérola,4436362877,Desempenho muito acima da média,Desempenho muito acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,PR,Pérola,UAPSF MARLI SAILA MONTANA DO LAGO ALBUQUERQUE,RUA ARAUJO LIMA - 1375,CENTRO,41,Paraná
229,-23.805,-53.684,411890,5939038,UNIDADE DE ATENCAO PRIMARIA A SAUDE DA FAMILIA,RUA ARAUJO LIMA,CENTRO,Pérola,4436362877,Desempenho muito acima da média,Desempenho muito acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,PR,Pérola,UAPSF MARLI SAILA MONTANA DO LAGO ALBUQUERQUE,RUA ARAUJO LIMA - 1375,CENTRO,41,Paraná
230,-23.805,-53.684,411890,5939038,UNIDADE DE ATENCAO PRIMARIA A SAUDE DA FAMILIA,RUA ARAUJO LIMA,CENTRO,Pérola,4436362877,Desempenho muito acima da média,Desempenho muito acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,PR,Pérola,UAPSF MARLI SAILA MONTANA DO LAGO ALBUQUERQUE,RUA ARAUJO LIMA - 1375,CENTRO,41,Paraná
231,-24.956,-53.455,410480,2737353,CENTRO DE SAUDE SANTA BARBARA PSF,BR 277,SANTA BARBARA,Cascavel,4532206710,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,PR,Cascavel,USF SANTA BARBARA,BR 277 KM 564 - S/N,SANTA BARBARA,41,Paraná
232,-26.081,-53.055,410840,2497107,POSTO DE SAUDE ALVORADA,RUA ANTONIO CARNEIRO NETO,ALVORADA,Francisco Beltrão,4635244446,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,PR,Francisco Beltrão,UBS DE SAUDE ALVORADA,RUA ANTONIO CARNEIRO NETO - S/N,ALVORADA,41,Paraná
233,-25.395,-51.458,410940,2741571,PSF BOQUEIRAO,RUA CANDIDO XAVIER,BOQUEIRAO,Guarapuava,(42)36275562,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,PR,Guarapuava,ESF BOQUEIRAO,RUA CANDIDO XAVIER - 411,BOQUEIRAO,41,Paraná
234,-26.141,-52.387,410965,2739305,POSTO DE SAUDE DE PINHO FLECK,PINHO FLECK,DISTRITO,Honório Serpa,(46)2451208,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,PR,Honório Serpa,POSTO DE SAUDE DE PINHO FLECK,PINHO FLECK - S/N,DISTRITO,41,Paraná
235,-24.428,-53.355,411065,2573164,C S DE IRACEMA DO OESTE,RUA DONA ELVINA FIGUEREDO SANTOS,CENTRO,Iracema do Oeste,4435511196,Desempenho acima da média,Desempenho muito acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho muito acima da média,PR,Iracema do Oeste,C S DE IRACEMA DO OESTE,RUA DONA ELVINA FIGUEREDO SANTOS - 483,CENTRO,41,Paraná
236,-25.101,-52.878,410930,2573105,UNIDADE DE SAUDE CAZELLA,BAIRRO CAZELLA,CAZELLA,Guaraniaçu,4532321170,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,PR,Guaraniaçu,UNIDADE DE SAUDE CAZELLA,EUCLIDES SARAIVA - S/N,CAZELLA,41,Paraná
237,-24.956,-53.455,410480,6256988,CENTRO DE SAUDE INTERLAGOS,AV INTERLAGOS,INTERLAGOS,Cascavel,4539021424,Desempenho muito acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,PR,Cascavel,USF INTERLAGOS,AV INTERLAGOS - 615,INTERLAGOS,41,Paraná
238,-23.396,-53.614,410990,2739917,POSTO DE SAUDE VILA RICA,RUA CRUZ DE SOUZA,CENTRO,Icaraíma,4436656057,Desempenho muito acima da média,Desempenho muito acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,PR,Icaraíma,UNIDADE DE ATENCAO A SAUDE VILA RICA DO IVAI,RUA CRUZ DE SOUZA - S/N,CENTRO,41,Paraná
239,-25.101,-52.878,410930,2572435,UNIDADE DE SAUDE JARDIM PLANALTO,BAIRRO INDUSTRIAL,JARDIM PLANALTO,Guaraniaçu,45323252651,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,PR,Guaraniaçu,UNIDADE DE SAUDE ANSELMO FRANCISCO BAZZANEZI,RUA JACOB NOGUEIRA - 270,JARDIM PLANALTO,41,Paraná
240,-24.816,-53.122,410335,2736756,C S DE BRAGANEY,AVENIDA ARTHUR PEREIRA,CENTRO,Braganey,4532451262,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho muito acima da média,PR,Braganey,C S DE BRAGANEY,AVENIDA BRASILIA - 1082,CENTRO,41,Paraná
241,-23.051,-50.229,410110,2576589,UNIDADE BASICA DE SAUDE VILA INDUSTRIAL,RUA RUI BARBOSA,VILA INDUSTRIAL,Andirá,4335383688,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,PR,Andirá,UNIDADE BASICA DE SAUDE VILA INDUSTRIAL,RUA RUI BARBOSA - 90,VILA INDUSTRIAL,41,Paraná
242,-26.228,-52.032,410645,2620197,POSTO DE SAUDE PEDREGULHO CORONEL DOMINGOS SOARES,LOCALIDADE PEDREGULHO,INTERIOR,Coronel Domingos Soares,46 3254-1261,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,PR,Coronel Domingos Soares,POSTO DE SAUDE PEDREGULHO CORONEL DOMINGOS SOARES,LOCALIDADE PEDREGULHO - 1,INTERIOR,41,Paraná
243,-25.26,-53.576,411345,6957293,UNIDADE DE ATENCAO PRIMARIA SAUDE DA FAMILIA UAPSF,RUA 07 DE SETEMBRO,CIELITO,Lindoeste,4532378313,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho muito acima da média,PR,Lindoeste,UNIDADE DE ATENCAO PRIMARIA SAUDE DA FAMILIA UAPSF,RUA 07 DE SETEMBRO - S/N,CIELITO,41,Paraná
244,-25.213,-50.978,412060,2742896,POSTO DE SAUDE PAPANDUVA DE CIMA,ZONA RURAL,INTERIOR,Prudentópolis,Não se aplica,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,PR,Prudentópolis,ESF VOLANTE PAPANDUVA DE CIMA,RUA PRINCIPAL - S/N,PAPANDUVA DE CIMA,41,Paraná
245,-23.766,-53.325,412810,2620928,POSTO DE SAUDE DISTRITO DE ROBERTO SILVEIRA,AV PRINCIPAL,ROBERTO SILVEIRA,Umuarama,4484571253,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,PR,Umuarama,POSTO DE SAUDE DISTRITO DE ROBERTO SILVEIRA,RUA BOM JESUS - S/N,ROBERTO SILVEIRA,41,Paraná
246,-25.213,-50.978,412060,2742837,PSF LIGACAO,ZONA RURAL,INTERIOR,Prudentópolis,Não se aplica,Desempenho muito acima da média,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,PR,Prudentópolis,ESF LIGACAO,RUA PRINCIPAL - S/N,LIGACAO ZONA RURAL,41,Paraná
247,-25.491,-52.526,412215,2742977,POSTO DE SAUDE RIO BONITO,RUA GUARAPUAVA,CENTRO,Rio Bonito do Iguaçu,(42)6531122,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho muito acima da média,PR,Rio Bonito do Iguaçu,UBS DA FAMILIA RIO BONITO DO IGUACU,RUA GUARAPUAVA - 13,CENTRO,41,Paraná
248,-25.213,-50.978,412060,3208974,PSF VILA MARIANA,RUA PRINCIPAL,VILA MARIANA,Prudentópolis,39081041,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,PR,Prudentópolis,ESF VILA MARIANA,PROLONGAMENTO RUA JOAO CORREIA CUNHA - 683,LINHA ABRIL,41,Paraná
249,-25.213,-50.978,412060,3430308,POSTO DE SAUDE DR GERALDO DE CARVALHO,RUA SAO JOSAFAT,CENTRO,Prudentópolis,39081030,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,PR,Prudentópolis,POSTO DE SAUDE DR GERALDO DE CARVALHO,RUA SAO JOSAFAT - 835,CENTRO,41,Paraná
250,-25.395,-51.458,410940,2741652,CIA RIO DAS PEDRAS,RIO DAS PEDRAS,RIO DAS PEDRAS,Guarapuava,(42)36224671,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,PR,Guarapuava,ESF RIO DAS PEDRAS,RIO DAS PEDRAS - S/N,RIO DAS PEDRAS,41,Paraná
251,-25.101,-52.878,410930,2573067,C S DE GUARANIACU,RUA GOERINO CASSOL,CENTRO,Guaraniaçu,4532321717,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho muito acima da média,PR,Guaraniaçu,UNIDADE DE SAUDE MARCOS DORVALINO ROGERIO KRIZINSKI,RUA GUERINO CASSOL - 45,CENTRO,41,Paraná
252,-23.766,-53.325,412810,2620693,POSTO DE SAUDE COHAPAR II,RUA SAO LUIZ,COHAPAR II,Umuarama,4436392784,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,PR,Umuarama,UNIDADE SAUDE DA FAMILIA COHAPAR II,RUA SAO LUCAS - 2050,COHAPAR II,41,Paraná
253,-23.865,-51.856,412580,2573830,POSTO DE SAUDE COHAPAR,RUA MINAS GERAIS,CONJ VIRGINIO SECCO,São Pedro do Ivaí,4334512292,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,PR,São Pedro do Ivaí,POSTO DE SAUDE COHAPAR,RUA MINAS GERAIS - S/N,CONJ VIRGINIO SECCO,41,Paraná
254,-25.38,-54.052,412635,2585995,CAS CENTRO ASSISTENCIAL DE SAUDE,RUA PARANA,FLOR DA SERRA,Serranópolis do Iguaçu,(45)2361138,Desempenho muito acima da média,Desempenho muito acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,PR,Serranópolis do Iguaçu,CAS CENTRO ASSISTENCIAL DE SAUDE,RUA PARANA - 620,FLOR DA SERRA,41,Paraná
255,-25.45,-52.908,412090,2572958,POSTO DE SAUDE SAO CRISTOVAO,RUA ANGICOS,SAO CRISTOVAO,Quedas do Iguaçu,4635322900,Desempenho muito acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,PR,Quedas do Iguaçu,UNIDADE BASICA DE SAUDE SAO CRISTOVAO,RUA ANGICOS - S/N,SAO CRISTOVAO,41,Paraná
